Data Set 1:Time(s),Data Set 1:Position Y(m),Data Set 1:Velocity Y(m/s),Data Set 1:Acceleration Y(m/s²)
2.98,0.0063714018906466663,0.11589008402855434,-0.19901172733771508
3.02,0.011027426167856902,0.10653039110669237,-0.34330709409173427
3.0600000000000001,0.015193343802820891,0.089342580597278468,-0.50296566219059624
3.1000000000000001,0.018379044428002089,0.06568806452883609,-0.64986095608612204
3.1400000000000001,0.020584529906045645,0.036928260750654647,-0.77690228066291389
3.1800000000000002,0.021564745053183287,0.0020421110093593593,-0.85088165206674882
3.2200000000000002,0.020829583227168769,-0.034715973823848813,-0.82488244695497359
3.2599999999999998,0.018624097749125212,-0.067219648109231769,-0.7061135912734281
3.2999999999999998,0.015193343802820891,-0.092405749294104902,-0.54302799374757438
3.3399999999999999,0.011027426167856902,-0.11078479688472316,-0.36729726347133235
3.3799999999999999,0.0061263481038622558,-0.12218660776852619,-0.18175776555532641
3.4199999999999999,0.00098021567100659013,-0.12541995917369289,0.0033089922290845835
3.46,-0.0041659167618490756,-0.12099537375939275,0.16852186030361849
3.5,-0.0088219412718899548,-0.1114654965123109,0.32333502559471644
3.54,-0.013232911296654493,-0.096319807683660871,0.49670216744013879
3.5800000000000001,-0.016908721358049661,-0.071303882254546244,0.65092447287351562
3.6200000000000001,-0.019114204973448068,-0.041012496351160901,0.72490385224946297
3.6600000000000001,-0.020094421983230859,-0.011571998604469821,0.74357602510712273
3.7000000000000002,-0.020094421983230859,0.018889571462447453,0.73294006928515687
3.7400000000000002,-0.018624098331201822,0.049180960437903959,0.66628766461814115
3.7799999999999998,-0.015928505279589444,0.073856530070770768,0.55673664985393556
3.8199999999999998,-0.012497750401962548,0.092746106868920264,0.45439446076659284
3.8599999999999999,-0.008576887019444257,0.11078479680387919,0.33007114224245709
3.8999999999999999,-0.0034307549358345568,0.12235678328175298,0.13578650059234651
3.9399999999999999,0.001715377380605787,0.12133572583681805,-0.05589820167737853
3.98,0.0063714018906466663,0.11554973025340622,-0.19912992931135501
4.0199999999999996,0.011027426167856902,0.10601985947384224,-0.3483887805352322
4.0599999999999996,0.015193343802820891,0.087810985698726876,-0.49918391899458325
4.0999999999999996,0.018133989244233817,0.065517888611389491,-0.63863391140465176
4.1399999999999997,0.020584529906045645,0.037779151979419889,-0.78753823373394061
4.1799999999999997,0.021564745053183287,0.00034035506865216601,-0.86825385781672837
4.2199999999999998,0.020584529906045645,-0.036758085479959811,-0.81637372754756232
4.2599999999999998,0.018379044428002089,-0.067730181682337423,-0.68023266533005466
4.2999999999999998,0.014948289550375193,-0.091895221541764952,-0.511592631965744
4.3399999999999999,0.010782372846733779,-0.10840232773464061,-0.34307077441306627
4.3799999999999999,0.0061263481038622558,-0.11929361312973509,-0.17785788360116458
4.4199999999999999,0.00098021567100659013,-0.12269713754196537,-0.014063148845718687
4.46,-0.0039208627422340214,-0.11929360876416052,0.12952311217416926
4.5,-0.008576887019444257,-0.11299708413490499,0.29083604872146535
4.54,-0.013232911296654493,-0.098361925968977845,0.49693852209505379
4.5800000000000001,-0.016908721358049661,-0.071984588349651893,0.6678239576362045
4.6200000000000001,-0.019114204973448068,-0.041012495704409117,0.7408579263646059
4.6600000000000001,-0.020094421983230859,-0.011061466971619251,0.7549211570087061
4.7000000000000002,-0.020094421983230859,0.020421166360999131,0.72655842129200598
4.7400000000000002,-0.018379043147433549,0.049180960437903758,0.64418826651142036
4.7800000000000002,-0.015928505279589444,0.07232493517221876,0.54636058594940151
4.8200000000000003,-0.012497750401962548,0.092065398995247072,0.45594263489571468
4.8600000000000003,-0.008576887019444257,0.11010409087046143,0.33447921958685084
4.9000000000000004,-0.0034307549358345568,0.12068905625104272,0.1834004284588712
4.9400000000000004,0.0014703235938213766,0.12244187188722803,0.081152808406055224
4.9800000000000004,0.0063714018906466663,0.12286731119578072,0.032120748522926977
