Data Set 1:Time(s),Data Set 1:Position G(m),Data Set 1:Velocity G(m/s),Data Set 1:Acceleration G(m/s²),Data Set 1:Position Y 1(m),Data Set 1:Velocity Y 1(m/s),Data Set 1:Acceleration Y 1(m/s²),Data Set 1:Position Y 2(m),Data Set 1:Velocity Y 2(m/s),Data Set 1:Acceleration Y 2(m/s²)
3.2599999999999998,0.00049012899398803711,0.29338391290770732,1.0898359188878965,-0.0024505406618118286,-0.58506622186137758,0.13295061279802256,0.057097559794783592,-0.17119739722046642,-2.3602510153091099
3.2999999999999998,0.013723015785217285,0.32282434403896343,0.26436571468724696,-0.026220768690109253,-0.56770825758576415,0.77950216637190362,0.047785514965653419,-0.25696623876380437,-1.7042449900022019
3.3399999999999999,0.02744603157043457,0.3163579023546641,-0.62078588216761499,-0.04876573383808136,-0.52261152304708924,1.4130544868861359,0.035532819107174873,-0.31142268255482303,-0.92332494957336131
3.3799999999999999,0.040188848972320557,0.273133317629496,-1.4979057703857066,-0.068860150873661041,-0.45198834397726545,1.9690819820504135,0.02180979959666729,-0.33218420366109841,-0.10021510880269995
3.4199999999999999,0.050481140613555908,0.19349066747559426,-2.2754025714540886,-0.085523821413516998,-0.36145454376108083,2.4142586748276651,0.0078417258337140083,-0.31822975094352512,0.68117797733672536
3.46,0.056607484817504883,0.084577459428045412,-2.8532920807691955,-0.098266623914241791,-0.25526448670360752,2.7365300856116694,-0.0046560245100408792,-0.27313302206392892,1.3232392246456206
3.5,0.057832717895507812,-0.04305462870332926,-3.1724890383581261,-0.10635340213775635,-0.13733229392932508,2.8970155844832775,-0.0147032355889678,-0.20574318849766193,1.758370715743905
3.54,0.05342179536819458,-0.1785150418678918,-3.2000252862035441,-0.10929404944181442,-0.017528168650137035,2.8788161472658818,-0.021564745344221592,-0.12456906794492766,1.9432010494121472
3.5800000000000001,0.043374538421630859,-0.30852994985050602,-2.9324682394939394,-0.10757867246866226,0.097511025766531534,2.7123034930282035,-0.024750445038080215,-0.041182668226408842,1.8484221589651348
3.6200000000000001,0.028181195259094238,-0.42135653396447464,-2.4026754760631808,-0.10120727121829987,0.20319052661458634,2.418040584652096,-0.024505391716957092,0.031652791787766719,1.498142570707059
3.6600000000000001,0.0088219642639160156,-0.50746587415536215,-1.6553186305603214,-0.090915009379386902,0.29508579108450128,1.9963814037633576,-0.021564745344221592,0.084577636213604437,0.96078723940373545
3.7000000000000002,-0.013477981090545654,-0.55936964021788727,-0.73577360721467844,-0.076946929097175598,0.36673003083301925,1.461743520871738,-0.016908720135688782,0.11163567511781976,0.31990788165280559
3.7400000000000002,-0.037248194217681885,-0.56992020044062064,0.28575517605115403,-0.060773372650146484,0.41369866165850028,0.86825324098845191,-0.011762588284909725,0.11112514417214329,-0.35193410504678102
3.7799999999999998,-0.060528278350830078,-0.53588516182369828,1.2918009227256879,-0.043129488825798035,0.436842607127297,0.25160064170550223,-0.0071065636875573546,0.082195169630318421,-0.98111383160223731
3.8199999999999998,-0.081357896327972412,-0.46236912409464531,2.1776626242991761,-0.024995505809783936,0.43394961911771041,-0.36174285924063448,-0.0044109704904258251,0.028929976199126236,-1.4905792523610175
3.8599999999999999,-0.098511636257171631,-0.35651963618066551,2.8950040067695593,-0.0075966715812683105,0.40587052288982584,-0.91457934216539127,-0.0041659167036414146,-0.04322479004864966,-1.8072963304528029
3.8999999999999999,-0.11076438426971436,-0.22378224465582089,3.3855648929782109,0.00808677077293396,0.35771062183711244,-1.3731094795842564,-0.0075966715230606496,-0.12388837403705104,-1.873121482304547
3.9399999999999999,-0.11689072847366333,-0.07623905936876936,3.5861155512616243,0.02156473696231842,0.29253319112790965,-1.7190168764051217,-0.014213127549737692,-0.2009782565437491,-1.687581954198375
3.98,-0.11689072847366333,0.07266534699334061,3.4892093102781279,0.031857013702392578,0.21578363246387974,-1.9287839704365679,-0.024015285074710846,-0.26649614103209673,-1.2604865680910879
4.0199999999999996,-0.11076438426971436,0.21169967949390481,3.1163551798665314,0.038963571190834045,0.13409890234470409,-2.005717610756383,-0.036267980933189392,-0.30904021473866727,-0.61192574098303598
4.0599999999999996,-0.099246799945831299,0.32895099785592835,2.5227443131123732,0.042639374732971191,0.051223083088795363,-1.9518280600163163,-0.049745945259928703,-0.32027186082106923,0.18943920799252301
4.0999999999999996,-0.083563387393951416,0.41829339332050725,1.775624638676268,0.04288443922996521,-0.026207179245021594,-1.7730248114669023,-0.062978858128190041,-0.2966173639934922,1.0721108502467502
4.1399999999999997,-0.064694225788116455,0.47360099852085069,0.9427055498056166,0.040188834071159363,-0.093256682157516382,-1.5090143431644909,-0.07474144734442234,-0.23416264060263811,1.9396557382202031
4.1799999999999997,-0.044599771499633789,0.49436237249109438,0.090283646397751938,0.035042703151702881,-0.14822353712386541,-1.1952514803312975,-0.082828225567936897,-0.13699195502946762,2.6754320992669189
4.2199999999999998,-0.024015247821807861,0.4797267417112982,-0.71864345191437407,0.027936145663261414,-0.19008689042594681,-0.84201831882244516,-0.08650403656065464,-0.013784277770254337,3.2104240152100907
4.2599999999999998,-0.0051461458206176758,0.43224762711260017,-1.3855173551465974,0.01935926079750061,-0.216804610358344,-0.45652240428521584,-0.084543602541089058,0.12797261846976135,3.4840060286597505
4.2999999999999998,0.01127249002456665,0.3619650585783849,-1.8422747962176771,0.010047212243080139,-0.22667488083243348,-0.071853254116887463,-0.076456824317574501,0.27517514924208297,3.4412254571640104
4.3399999999999999,0.024260342121124268,0.27738735079765292,-2.0646860098673199,0.00073516368865966797,-0.22122930321428491,0.27310884310461431,-0.062243694439530373,0.41369868688181838,3.0760552073371783
4.3799999999999999,0.033572375774383545,0.18923622038629304,-2.0512139689131241,-0.0080867856740951538,-0.20233973239858927,0.54822828660914447,-0.042639380320906639,0.53009927182251326,2.4263125368757534
4.4199999999999999,0.039208650588989258,0.10670071674717789,-1.8310503183323625,-0.015683457255363464,-0.1751114614307879,0.75634033562914327,-0.018869152292609215,0.61518743879989568,1.5386778115363839
4.46,0.041659176349639893,0.03777916232744849,-1.4496899071942853,-0.022299915552139282,-0.14090593904256807,0.92533430699718799,0.0078417258337140083,0.6597736565810105,0.45522192746751472
4.5,0.041659176349639893,-0.012763092915217072,-0.95606045682488972,-0.027200981974601746,-0.099723279062244541,1.0477655774189347,0.035532819107174873,0.65466838229137114,-0.72147677089145057
4.54,0.039943814277648926,-0.041182546152008864,-0.39519000522516318,-0.030386686325073242,-0.054967010186778131,1.1088638810762819,0.061753591522574425,0.60089264879934434,-1.8695765224329957
4.5800000000000001,0.037493288516998291,-0.043735528985659244,0.14346572972926064,-0.031611964106559753,-0.0093597090906566965,1.1179645482542686,0.085033712908625603,0.50150964008126775,-2.8996161797103981
4.6200000000000001,0.035777866840362549,-0.025526723927921699,0.56418400533773194,-0.03112185001373291,0.035737082362174953,1.0857016658755345,0.1031677033752203,0.36213518792970278,-3.7096078786244373
4.6600000000000001,0.035042703151702881,0.0062966926230324585,0.83445761076829905,-0.028671309351921082,0.078451333360539485,1.0224755200913827,0.114930285140872,0.19434133234123371,-4.1996914328199466
4.7000000000000002,0.036022961139678955,0.046288056506050917,0.93998769758108047,-0.024750441312789917,0.1181023402346504,0.93963264522177037,0.11909620277583599,0.014124655475219079,-4.3212966193095701
4.7400000000000002,0.038718521595001221,0.086960072318712792,0.86872676030996987,-0.019114211201667786,0.15417968647347544,0.84024612550382116,0.11591050587594509,-0.16234821329514174,-4.0932134064590739
4.7800000000000002,0.043129503726959229,0.12201658553547319,0.61138194445290572,-0.012252703309059143,0.18549223120013858,0.73216117941486836,0.10561823658645153,-0.32299466224180301,-3.5530927862392034
4.8200000000000003,0.049010813236236572,0.14124640987979029,0.20500134107553245,-0.0041659176349639893,0.21289067549837939,0.61525876869527896,0.089199630543589592,-0.45556203048262289,-2.7447791021810968
4.8600000000000003,0.055137157440185547,0.1390338978833621,-0.21755447996389318,0.0049010813236236572,0.23586445798476516,0.47148262397788482,0.067879935726523399,-0.54830816944660044,-1.7858353041256203
4.9000000000000004,0.060773372650146484,0.11987213045358647,-0.52027602214366087,0.014948293566703796,0.25107817724347092,0.32822727829355841,0.043864650651812553,-0.59588945039043462,-0.94667664155133746
4.9400000000000004,0.065184354782104492,0.089598002119196704,-0.64508265953648847,0.02524055540561676,0.26002945378422715,0.23043544583574463,0.018869152292609215,-0.60991197553650778,-0.42297086083972563
4.9800000000000004,0.066899746656417847,0.063305886255370189,-0.66952192638483188,0.036022931337356567,0.26581548154354073,0.17532942540667659,-0.0053911862196400762,-0.61025233218161745,-0.15013335821465626
